収支区分,管理番号,発生日,支払期日,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,支払日,支払口座,支払金額
支出,,2025/04/20,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1300,内税,94,"",,,,2025/04/20,現金,1300
支出,,2025/04/19,,ケンデポ,仕入高,課対仕入（控80）10%,2411,内税,175,"",,,,2025/04/19,現金,2411
支出,,2025/04/19,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/04/19,現金,1600
支出,,2025/04/19,,ファミリーマート,会議費,課対仕入（控80）10%,3196,内税,232,"",,,,2025/04/19,現金,3196
支出,,2025/04/19,,セブンイレブン,会議費,課対仕入（控80）10%,2244,内税,163,"",,,,2025/04/19,現金,2244
支出,,2025/04/18,,樹モールプラザ駐車場,車両費,課対仕入（控80）10%,1200,内税,87,"",,,,2025/04/18,現金,1200
支出,,2025/04/18,,インドネパールレストランエベレストキッチン,会議費,課対仕入（控80）10%,4301,内税,312,"",,,,2025/04/18,現金,4301
支出,,2025/04/17,,広東料理一品閣,会議費,課対仕入（控80）10%,1780,内税,129,"",,,,2025/04/17,現金,1780
支出,,2025/04/17,,ケンデポ,仕入高,課対仕入（控80）10%,853,内税,62,"",,,,2025/04/17,現金,853
支出,,2025/04/17,,エコロパーク横浜中華街第一,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/04/17,現金,1600
支出,,2025/04/17,,花月嵐浦和仲町店,会議費,課対仕入（控80）10%,2890,内税,210,"",,,,2025/04/17,現金,2890
支出,,2025/04/17,,セブンイレブン,会議費,課対仕入（控80）10%,419,内税,30,"",,,,2025/04/17,現金,419
支出,,2025/04/16,,ケンデポ,仕入高,課対仕入（控80）10%,5009,内税,364,"",,,,2025/04/16,現金,5009
支出,,2025/04/16,,娘娘,会議費,課対仕入（控80）10%,7350,内税,534,"",,,,2025/04/16,現金,7350
支出,,2025/04/15,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/04/15,現金,1600
支出,,2025/04/15,,インドネパールレストランエベレストキッチン,会議費,課対仕入（控80）10%,7007,内税,509,"",,,,2025/04/15,現金,7007
支出,,2025/04/14,,島忠ホームズ,仕入高,課対仕入（控80）10%,4415,内税,321,"",,,,2025/04/14,現金,4415
支出,,2025/04/14,,娘娘,会議費,課対仕入（控80）10%,4400,内税,320,"",,,,2025/04/14,現金,4400
支出,,2025/04/13,,株式会社オリエンタルフーズ,交際費,課対仕入（控80）10%,12210,内税,888,"",,,,2025/04/13,現金,12210
支出,,2025/04/12,,花月嵐浦和仲町店,会議費,課対仕入（控80）10%,7380,内税,536,"",,,,2025/04/12,現金,7380
支出,,2025/04/12,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/04/12,現金,1600
支出,,2025/04/11,,宏福桜,会議費,課対仕入（控80）10%,6402,内税,465,"",,,,2025/04/11,現金,6402
支出,,2025/04/11,,(株)イハシエネルギー,車両費,課対仕入（控80）10%,3000,内税,218,"",,,,2025/04/11,現金,3000
支出,,2025/04/11,,ショウワパーク中華街,車両費,課対仕入（控80）10%,900,内税,65,"",,,,2025/04/11,現金,900
支出,,2025/04/11,,ファミリーマート,会議費,課対仕入（控80）10%,1170,内税,85,"",,,,2025/04/11,現金,1170
支出,,2025/04/11,,セブンイレブン,会議費,課対仕入（控80）10%,641,内税,46,"",,,,2025/04/11,現金,641
支出,,2025/04/10,,島忠ホームズ,仕入高,課対仕入（控80）10%,1194,内税,86,"",,,,2025/04/10,現金,1194
支出,,2025/04/10,,ガスト,会議費,課対仕入（控80）10%,4120,内税,299,"",,,,2025/04/10,現金,4120
支出,,2025/04/10,,ケンデポ,仕入高,課対仕入（控80）10%,3361,内税,244,"",,,,2025/04/10,現金,3361
支出,,2025/04/10,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/04/10,現金,1600
支出,,2025/04/10,,ファミリーマート,会議費,課対仕入（控80）10%,3568,内税,259,"",,,,2025/04/10,現金,3568
支出,,2025/04/09,,島忠ホームズ,仕入高,課対仕入（控80）10%,8794,内税,639,"",,,,2025/04/09,現金,8794
支出,,2025/04/09,,島忠ホームズ,仕入高,課対仕入（控80）10%,4322,内税,314,"",,,,2025/04/09,現金,4322
支出,,2025/04/09,,ケンデポ,仕入高,課対仕入（控80）10%,5880,内税,427,"",,,,2025/04/09,現金,5880
支出,,2025/04/09,,パークシップ蕨,車両費,課対仕入（控80）10%,400,内税,29,"",,,,2025/04/09,現金,400
支出,,2025/04/09,,インドネパールレストランエベレストキッチン,会議費,課対仕入（控80）10%,3839,内税,279,"",,,,2025/04/09,現金,3839
支出,,2025/04/08,,養老乃瀧鳩ヶ谷南店,交際費,課対仕入（控80）10%,8547,内税,621,"",,,,2025/04/08,現金,8547
支出,,2025/04/07,,広東料理一品閣,会議費,課対仕入（控80）10%,5591,内税,406,"",,,,2025/04/07,現金,5591
支出,,2025/04/07,,ショウワパーク中華街,車両費,課対仕入（控80）10%,1500,内税,109,"",,,,2025/04/07,現金,1500
支出,,2025/04/07,,ファミリーマート,会議費,課対仕入（控80）10%,1243,内税,90,"",,,,2025/04/07,現金,1243
支出,,2025/04/07,,ファミリーマート,会議費,課対仕入（控80）10%,1017,内税,73,"",,,,2025/04/07,現金,1017
支出,,2025/04/07,,セブンイレブン,会議費,課対仕入（控80）10%,1516,内税,110,"",,,,2025/04/07,現金,1516
支出,,2025/04/07,,,消耗品費,課対仕入（控80）10%,1830,内税,133,,,,,2025/04/07,freeeセゾンプラチナビジネスカード,1830
支出,,2025/04/07,,,消耗品費,課対仕入（控80）10%,6131,内税,445,,,,,2025/04/07,freeeセゾンプラチナビジネスカード,6131
支出,,2025/04/07,,,支払手数料,課対仕入（控80）10%,110,内税,8,"",,,,2025/04/07,川口信金（法人）（API）,110
支出,,2025/04/06,,コスモ電材,仕入高,課対仕入（控80）10%,22484,内税,1635,"",,,,2025/04/06,現金,22484
支出,,2025/04/06,,あさひが丘カントリークラブ,交際費,課対仕入（控80）10%,7805,内税,567,"",,,,2025/04/06,現金,7805
支出,,2025/04/06,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/04/06,現金,1600
支出,,2025/04/06,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/04/06,現金,1600
支出,,2025/04/06,,ファミリーマート,会議費,課対仕入（控80）10%,1903,内税,138,"",,,,2025/04/06,現金,1903
支出,,2025/04/06,,ファミリーマート,会議費,課対仕入（控80）10%,3227,内税,234,"",,,,2025/04/06,現金,3227
支出,,2025/04/06,,,仕入高,課対仕入（控80）10%,14572,内税,1059,,,,,2025/04/06,freeeセゾンプラチナビジネスカード,14572
支出,,2025/04/05,,セブンイレブン,会議費,課対仕入（控80）10%,1756,内税,127,"",,,,2025/04/05,現金,1756
支出,,2025/04/05,,セブンイレブン,会議費,課対仕入（控80）10%,994,内税,72,"",,,,2025/04/05,現金,994
支出,,2025/04/05,,,仕入高,課対仕入（控80）10%,3323,内税,241,,,,,2025/04/05,freeeセゾンプラチナビジネスカード,3323
支出,,2025/04/05,,,仕入高,課対仕入（控80）10%,23625,内税,1718,,,,,2025/04/05,freeeセゾンプラチナビジネスカード,23625
支出,,2025/04/04,,ファミリーマート,会議費,課対仕入（控80）10%,3319,内税,241,"",,,,2025/04/04,現金,3319
支出,,2025/04/03,,コスモ電材,仕入高,課対仕入（控80）10%,1518,内税,110,"",,,,2025/04/03,現金,1518
支出,,2025/04/02,,ケンデポ,仕入高,課対仕入（控80）10%,7473,内税,543,"",,,,2025/04/02,現金,7473
支出,,2025/04/02,,ケンデポ,仕入高,課対仕入（控80）10%,14075,内税,1023,"",,,,2025/04/02,現金,14075
支出,,2025/04/02,,コスモ電材,仕入高,課対仕入（控80）10%,11165,内税,812,"",,,,2025/04/02,現金,11165
支出,,2025/04/02,,株式会社イシダ,外注費,課対仕入（控80）10%,44110,内税,3208,"",,,,2025/04/02,現金,44110
支出,,2025/04/02,,蕎麦茶屋吉宗,交際費,課対仕入（控80）10%,4000,内税,290,"",,,,2025/04/02,現金,4000
支出,,2025/04/02,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/04/02,現金,1600
支出,,2025/04/02,,ファミリーマート,会議費,課対仕入（控80）10%,2724,内税,198,"",,,,2025/04/02,現金,2724
支出,,2025/04/01,,インドネパールレストランエベレストキッチン,会議費,課対仕入（控80）10%,4334,内税,315,"",,,,2025/04/01,現金,4334
支出,,2025/04/01,,ケンデポ,仕入高,課対仕入（控80）10%,58762,内税,4273,"",,,,2025/04/01,現金,58762
支出,,2025/03/31,,スギ薬局,会議費,課対仕入（控80）10%,3642,内税,264,"",,,,2025/03/31,現金,3642
支出,,2025/03/31,,コスモ電材,仕入高,課対仕入（控80）10%,12029,内税,874,"",,,,2025/03/31,現金,12029
支出,,2025/03/31,,コスモ電材,仕入高,課対仕入（控80）10%,23976,内税,1743,"",,,,2025/03/31,現金,23976
支出,,2025/03/31,,ケンデポ,仕入高,課対仕入（控80）10%,11976,内税,870,"",,,,2025/03/31,現金,11976
支出,,2025/03/31,,娘娘,会議費,課対仕入（控80）10%,4400,内税,320,"",,,,2025/03/31,現金,4400
支出,,2025/03/31,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/03/31,現金,1600
支出,,2025/03/31,,三井のリパーク,車両費,課対仕入（控80）10%,1700,内税,123,"",,,,2025/03/31,現金,1700
支出,,2025/03/31,,,支払手数料,課対仕入（控80）10%,110,内税,8,"",,,,2025/03/31,川口信金（法人）（API）,110
支出,,2025/03/31,,,支払手数料,課対仕入（控80）10%,440,内税,32,"",,,,2025/03/31,川口信金（法人）（API）,440
収入,20259331_11,2025/03/31,2025/04/15,株式会社黒澤工務店,売上高,課税売上10%,11550,外税,1050,玄関框加工及び施工,,,,,,
,,,,,売上高,課税売上10%,7700,外税,700,洋室のドア下框加工及び施工,,,,,,
,,,,,売上高,課税売上10%,11550,外税,1050,洋室の可動棚の棚数増設(1→3),,,,,,
,,,,,売上高,課税売上10%,19250,外税,1750,キッチンレンジフード幕板加工及び設置,,,,,,
,,,,,売上高,課税売上10%,30800,外税,2800,キッチン横カウンター加工及び設置,,,,,,
,,,,,売上高,課税売上10%,3850,外税,350,洗面所入り口ノンスリップ設置（材工）,,,,,,
,,,,,売上高,課税売上10%,2750,外税,250,ノンスリップ,,,,,,
,,,,,売上高,課税売上10%,3850,外税,350,便所入り口見切り材設置（材工）,,,,,,
,,,,,売上高,課税売上10%,3300,外税,300,見切り材,,,,,,
,,,,,売上高,課税売上10%,19250,外税,1750,電話線とテレビ線の配線（材工）,,,,,,
,,,,,売上高,課税売上10%,6600,外税,600,CD管・ケーブル類,,,,,,
,,,,,売上高,課税売上10%,4400,外税,400,プレート・スイッチ・コンセント,,,,,,
,,,,,売上高,課税売上10%,19250,外税,1750,エアコン設置場所の下地、壁施工,,,,,,
,,,,,売上高,課税売上10%,38500,外税,3500,エアコン、電子レンジ、冷蔵庫等の4回路増設（材工）,,,,,,
,,,,,売上高,課税売上10%,13200,外税,1200,ケーブル・ブレーカー等,,,,,,
,,,,,売上高,課税売上10%,19250,外税,1750,クローゼット内のボード上貼り（材工）,,,,,,
,,,,,売上高,課税売上10%,5500,外税,500,ボード,,,,,,
,,,,,売上高,課税売上10%,57750,外税,5250,リビング天井解体及び下地施工（材工）,,,,,,
支出,,2025/03/30,,宮の森カントリークラブ,交際費,課対仕入（控80）10%,22940,内税,1668,"",,,,2025/03/30,現金,22940
支出,,2025/03/30,,株式会社オリエンタルフーズ,交際費,課対仕入（控80）10%,10857,内税,789,"",,,,2025/03/30,現金,10857
支出,,2025/03/29,,株式会社方大実業,仕入高,課対仕入（控80）10%,59000,内税,4290,"",,,,2025/03/29,現金,59000
支出,,2025/03/29,,株式会社方大実業,仕入高,課対仕入（控80）10%,18760,内税,1364,"",,,,2025/03/29,現金,18760
支出,,2025/03/29,,ゴルフパートナー,交際費,課対仕入（控80）10%,3289,内税,239,"",,,,2025/03/29,現金,3289
支出,,2025/03/28,,ケンデポ,仕入高,課対仕入（控80）10%,1900,内税,138,"",,,,2025/03/28,現金,1900
支出,,2025/03/28,,娘娘,会議費,課対仕入（控80）10%,4400,内税,320,"",,,,2025/03/28,現金,4400
支出,,2025/03/28,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/03/28,現金,1600
支出,,2025/03/28,,セブンイレブン,会議費,課対仕入（控80）10%,903,内税,65,"",,,,2025/03/28,現金,903
支出,,2025/03/28,,,支払手数料,課対仕入（控80）10%,440,内税,32,"",,,,2025/03/28,川口信金（法人）（API）,440
支出,,2025/03/27,,ロイヤルホームセンター,仕入高,課対仕入（控80）10%,49198,内税,3578,"",,,,2025/03/27,現金,49198
支出,,2025/03/27,,ロイヤルホームセンター,仕入高,課対仕入（控80）10%,98340,内税,7152,"",,,,2025/03/27,現金,98340
支出,,2025/03/27,,ロイヤルホームセンター,仕入高,課対仕入（控80）10%,29515,内税,2146,"",,,,2025/03/27,現金,29515
支出,,2025/03/27,,娘娘,会議費,課対仕入（控80）10%,3300,内税,240,"",,,,2025/03/27,現金,3300
支出,,2025/03/27,,エコロパーク横浜中華街第一,車両費,課対仕入（控80）10%,800,内税,58,"",,,,2025/03/27,現金,800
支出,,2025/03/27,,栄サンパーキング,車両費,課対仕入（控80）10%,1400,内税,101,"",,,,2025/03/27,現金,1400
支出,,2025/03/27,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/03/27,現金,1600
支出,,2025/03/27,,ファミリーマート,会議費,課対仕入（控80）10%,2415,内税,175,"",,,,2025/03/27,現金,2415
支出,,2025/03/27,,セブンイレブン,会議費,課対仕入（控80）10%,445,内税,32,"",,,,2025/03/27,現金,445
支出,,2025/03/27,,,仕入高,課対仕入（控80）10%,21665,内税,1575,,,,,2025/03/27,freeeセゾンプラチナビジネスカード,21665
支出,,2025/03/27,,,支払手数料,課対仕入（控80）10%,110,内税,8,"",,,,2025/03/27,みずほ（法人）（API）,110
支出,,2025/03/27,,,支払手数料,課対仕入（控80）10%,440,内税,32,"",,,,2025/03/27,川口信金（法人）（API）,440
支出,,2025/03/26,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/03/26,現金,1600
支出,,2025/03/26,,,仕入高,課対仕入（控80）10%,39131,内税,2845,,,,,2025/03/26,freeeセゾンプラチナビジネスカード,39131
支出,,2025/03/25,,ケンデポ,仕入高,課対仕入（控80）10%,14372,内税,1045,"",,,,2025/03/25,現金,14372
支出,,2025/03/25,,株式会社イシダ,外注費,課対仕入（控80）10%,21450,内税,1560,"",,,,2025/03/25,現金,21450
支出,,2025/03/25,,徳ちゃん,交際費,課対仕入（控80）10%,27412,内税,1993,"",,,,2025/03/25,現金,27412
支出,,2025/03/25,,娘娘,会議費,課対仕入（控80）10%,1100,内税,80,"",,,,2025/03/25,現金,1100
支出,,2025/03/25,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/03/25,現金,1600
支出,,2025/03/25,,大栄パーク常盤4丁目駐車場,車両費,課対仕入（控80）10%,1600,内税,116,"",,,,2025/03/25,現金,1600
支出,,2025/03/25,,セブンイレブン,会議費,課対仕入（控80）10%,360,内税,26,"",,,,2025/03/25,現金,360
支出,,2025/03/25,,,支払手数料,課対仕入（控80）10%,270,内税,19,"",,,,2025/03/25,川口信金（法人）（API）,270
支出,,2025/03/25,,,支払手数料,課対仕入（控80）10%,440,内税,32,"",,,,2025/03/25,川口信金（法人）（API）,440
支出,,2025/03/24,,株式会社方大実業,仕入高,課対仕入（控80）10%,672000,内税,48872,"",,,,2025/03/24,現金,672000
支出,,2025/03/24,,ケンデポ,仕入高,課対仕入（控80）10%,4928,内税,358,"",,,,2025/03/24,現金,4928
支出,,2025/03/24,,ケンデポ,仕入高,課対仕入（控80）10%,9483,内税,689,"",,,,2025/03/24,現金,9483
支出,,2025/03/24,,やぶそば,会議費,課対仕入（控80）10%,1800,内税,130,"",,,,2025/03/24,現金,1800
支出,,2025/03/24,,樹モールプラザ駐車場,車両費,課対仕入（控80）10%,1200,内税,87,"",,,,2025/03/24,現金,1200
支出,,2025/03/24,,セブンイレブン,会議費,課対仕入（控80）10%,4811,内税,349,"",,,,2025/03/24,現金,4811
支出,,2025/03/24,,セブンイレブン,会議費,課対仕入（控80）10%,507,内税,36,"",,,,2025/03/24,現金,507
支出,,2025/03/23,,(株)イハシエネルギー,車両費,課対仕入（控80）10%,9573,内税,696,"",,,,2025/03/23,現金,9573
支出,,2025/03/23,,あさひが丘カントリークラブ,交際費,課対仕入（控80）10%,24690,内税,1795,"",,,,2025/03/23,現金,24690
